,query_article_link,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10
345,/abs/2104.00035,/abs/2305.17510,/abs/1512.07108.abs%C3%A3%E2%82%AC%E2%80%9A,/abs/2201.02821,/abs/2201.02711,/abs/1710.09282,/abs/2103.10977,/abs/2302.09019,/abs/2105.14493,/abs/2209.02037,/abs/2309.11048
346,/abs/2104.00038,/abs/2204.08989,/abs/2107.08528,/abs/2110.14019,/abs/2305.03308,,,,,,
347,/abs/2104.00041,/abs/2305.13582,/abs/2212.10551,/abs/2011.05284,/abs/2205.03983,/abs/2303.15265,/abs/2310.15612,/abs/2311.07978,/abs/2112.10668,/abs/2207.04672,/abs/2305.13989
348,/abs/2104.00048,,,,,,,,,,
349,/abs/2104.00053,/abs/2310.16014,/abs/2109.08273,/abs/2303.02073,/abs/2205.14850,/abs/2310.17596,/abs/2212.04708,/abs/2303.10936,/abs/2302.13507,/abs/2102.08686,/abs/2210.08073
350,/abs/2302.00002,/abs/2302.11002,/abs/2309.00774,/abs/2303.15958,/abs/2203.12610,/abs/2304.01309,/abs/2311.14131,/abs/2307.04121,/abs/2204.05077,/abs/2110.04693,/abs/2212.13474
351,/abs/2302.00003,/abs/2301.13310,/abs/2203.08913,/abs/2207.13162,/abs/2307.06435,/abs/2303.18223,/abs/2311.15436,/abs/1901.05123,/abs/2210.01869,/abs/2209.10818,/abs/2306.05120
352,/abs/2302.00004,/abs/2301.13536,/abs/2301.13536,/abs/2210.02620,/abs/2311.09690,/abs/2307.04819,/abs/2211.11629,/abs/2206.12893,/abs/2302.07863,/abs/2105.05152,/abs/2211.00786
353,/abs/2302.00025,/abs/1912.06883,/abs/2302.05906,/abs/2302.05906,/abs/2202.09724,/abs/2302.11944,/abs/2212.04593,/abs/2106.01070,/abs/2202.09724,/abs/2307.03306,/abs/2203.07513
354,/abs/2302.00029,/abs/2303.02134,/abs/2201.01181,/abs/1611.02302,/abs/2308.05768,/abs/2209.07657,/abs/2308.06616,/abs/2211.00198,/abs/2308.03149,/abs/2101.01165,/abs/2301.03315
355,/abs/2302.00032,/abs/2304.08711,,,,,,,,,
356,/abs/2302.00033,/abs/2308.00623,,,,,,,,,
357,/abs/2302.00036,/abs/2112.00684,/abs/2304.08048,/abs/2107.01348,/abs/2305.10504,/abs/2105.13609,/abs/2302.14176,/abs/2106.07329,/abs/2203.09612,/abs/2202.12277,/abs/2303.09528
358,/abs/2302.00037,/abs/2307.03430,/abs/2206.08646,/abs/1808.03555,/abs/2301.09112,/abs/2205.14298,/abs/2207.06358,/abs/2205.14485,/abs/2307.02106,/abs/2202.12342,/abs/2107.04245
359,/abs/2302.00042,/abs/2104.01712,/abs/2302.07100,/abs/2303.05950,/abs/2304.08947,/abs/2310.16132,/abs/2303.16344,/abs/2303.12913,/abs/2202.13260,/abs/2104.03712,/abs/2102.05089
360,/abs/2303.00001,/abs/2310.12931,/abs/2310.12931,/abs/2309.06687,/abs/2310.14092,/abs/2310.14092,/abs/2304.07297,/abs/2306.10985,/abs/2310.12921,/abs/2302.06692,/abs/2309.06687
361,/abs/2303.00002,/abs/2309.13989,/abs/2302.13339,/abs/2303.08358,/abs/2305.12743,/abs/2303.04366,/abs/2308.01634,/abs/2206.09548,/abs/2304.09355,/abs/1610.01206,/abs/2304.00429
362,/abs/2303.00004,/abs/1810.04872,/abs/1610.06151,/abs/2102.07952,/abs/2203.07505,/abs/2306.00366,/abs/2307.13371,/abs/2206.13374,/abs/2210.12547,/abs/2305.16395,/abs/2309.17233
363,/abs/2303.00028,/abs/2109.11808,/abs/2203.01869,/abs/1807.01065,/abs/2106.07125,/abs/1504.02696,/abs/2212.01310,/abs/1305.6292,/abs/2002.04911,/abs/2205.06426,/abs/2111.12604
364,/abs/2303.00031,/abs/2211.03233,/abs/2104.13997,/abs/2302.04712,/abs/2307.15517,/abs/2311.17815,/abs/2306.15552,/abs/2309.01587,/abs/2306.14052,/abs/2209.03807,/abs/2306.15749
365,/abs/2303.00032,/abs/2211.08413,/abs/2301.00912,/abs/2111.07392,/abs/2301.03359,/abs/2310.10549,/abs/2308.02135,/abs/2204.07967,/abs/2305.08604,/abs/2004.08549,/abs/1912.05062
366,/abs/2303.00035,/abs/2310.18861,/abs/2311.02117,/abs/2203.12285,/abs/2110.12946,/abs/2202.00955,/abs/2208.11377,/abs/2101.06917,/abs/2310.16678,/abs/2210.13767,/abs/1902.07138
367,/abs/2303.00039,/abs/2302.11085,/abs/2203.06578,/abs/2103.12828,/abs/2010.09089,/abs/2201.11945,/abs/2007.06965,/abs/2110.08256,/abs/2205.13881,/abs/2206.08686,
368,/abs/2303.00040,/abs/2306.02728,/abs/2309.00661,/abs/2307.00855,/abs/2308.07102,/abs/2310.18926,/abs/2304.02934,/abs/2309.07438,/abs/2303.11717,,
369,/abs/2303.00042,/abs/1905.04531,/abs/2001.07547,/abs/2309.08780,/abs/2006.04271,/abs/2301.00337,/abs/2311.05115,/abs/1706.04189,/abs/1803.02442,/abs/2306.07229,/abs/2303.02898
370,/abs/2101.00001,/abs/1305.1745,/abs/1808.10725,/abs/1402.1986,,,,,,,
371,/abs/2101.00002,/abs/2103.03174,/abs/2302.10779,/abs/2304.12865,/abs/2211.11379,/abs/2305.04933,/abs/2311.03628,/abs/2307.10993,/abs/2011.06225,/abs/2105.05956,/abs/2006.09271
372,/abs/2101.00003,/abs/2203.11079,/abs/1505.06506,/abs/2012.07833,/abs/1804.06168,/abs/1405.4472,/abs/1904.06175,/abs/1910.08571,/abs/2304.14702,/abs/1804.10309,/abs/1304.5388
373,/abs/2101.00007,/abs/2110.00633,,,,,,,,,
374,/abs/2101.00008,/abs/2209.02902,/abs/2204.06273,/abs/2306.06123,/abs/2311.09680,/abs/2211.09317,/abs/2107.01943,/abs/2211.02408,/abs/2109.00202,/abs/2303.01325,/abs/2203.06414
375,/abs/2101.00010,/abs/2206.00192,/abs/2304.05221,/abs/2004.13645,/abs/2306.01879,/abs/2208.04826,/abs/2306.12213,/abs/2212.09689,/abs/2307.02849,/abs/2307.09476,/abs/2207.02522
376,/abs/2101.00012,/abs/2307.08052,/abs/1503.04928,/abs/1707.06387,/abs/2207.08775,/abs/1306.2305,/abs/1806.01637,/abs/1903.07217,/abs/1011.0221,/abs/2307.06580,/abs/2311.07679
377,/abs/2101.00025,/abs/2201.12718,/abs/1508.06782,/abs/2304.14701,/abs/2305.06507,/abs/2204.05689,/abs/0708.3244,/abs/1910.10434,/abs/1602.04193,/abs/1512.03189,/abs/2305.15150
378,/abs/2101.00027,/abs/2201.07311,/abs/2307.06018,/abs/2310.19531,/abs/2304.11389,/abs/2308.04215,/abs/2308.00624,/abs/2305.12987,/abs/2201.07311,/abs/2307.06435,/abs/2311.01149
379,/abs/2101.00029,/abs/2104.05628,/abs/2209.09056,/abs/1701.08511,/abs/2101.07251,/abs/2106.15173,/abs/2103.07578,/abs/2311.04362,/abs/2109.04526,/abs/2302.01478,/abs/2306.04444
380,/abs/2103.00005,/abs/2105.04728,/abs/2105.04728,/abs/1203.1891,/abs/1702.08065,/abs/2209.05316,/abs/2309.07237,/abs/2212.13368,/abs/1702.08065,/abs/1802.03442,/abs/1609.04053
381,/abs/2103.00007,/abs/2104.06225,/abs/2202.11518,/abs/2202.11518,/abs/2202.10522,/abs/2202.13718,/abs/2203.05430,/abs/2104.11272,/abs/2205.04622,/abs/2202.09861,/abs/2003.07395
382,/abs/2103.00020,/abs/2112.13884,/abs/2204.09222,/abs/2307.00028,/abs/2211.10277,/abs/2304.04399,/abs/2204.09222,/abs/2301.07094,/abs/2303.16975,/abs/2306.07952,/abs/2211.01994
383,/abs/2103.00022,/abs/2302.10366,/abs/2305.08782,/abs/2010.14145,/abs/2006.01074,/abs/2302.14417,/abs/1805.08288,/abs/1905.05975,/abs/1312.5892,/abs/2305.11781,/abs/2002.11059
384,/abs/2103.00031,/abs/1805.06267,/abs/2303.05893,/abs/1502.05094,/abs/2010.16385,/abs/2204.00764,/abs/1910.14560,/abs/2109.07541,/abs/1409.7542,/abs/1402.2237,/abs/2105.05085
385,/abs/2103.00032,/abs/2112.05567,/abs/1208.3337,/abs/2310.06320,/abs/2303.00303,/abs/2310.06320,/abs/2208.00758,/abs/2207.13066,/abs/2305.05570,/abs/2007.08927,/abs/1108.1068
386,/abs/2103.00033,/abs/2304.14629,/abs/2208.13068,/abs/2308.03615,/abs/1911.01296,/abs/2110.06508,/abs/2106.00583,,,,
387,/abs/2103.00037,/abs/2202.05185,,,,,,,,,
388,/abs/2103.00039,/abs/2302.01463,/abs/2106.07830.abs%7D,/abs/2301.09112,/abs/2305.18465,/abs/2306.14793,/abs/2301.11989,/abs/2209.12528,/abs/2210.02912,/abs/2310.03447,/abs/2302.14154
389,/abs/2103.00044,/abs/2105.12911,/abs/2203.16343,/abs/2101.11115,/abs/2109.04858,/abs/1807.08416,,,,,
390,/abs/2301.00001,,,,,,,,,,
391,/abs/2301.00002,/abs/2309.00131,/abs/1911.00644,/abs/2210.01679,/abs/1908.04177,,,,,,
392,/abs/2301.00003,/abs/2309.02427,/abs/0903.0735,/abs/1601.00669,/abs/1902.00337,/abs/2305.08112,/abs/2309.06367,/abs/1907.02557,/abs/2310.06775,/vc/arxiv/papers/0912/0912.2479v1.abs,/abs/1403.7151
393,/abs/2301.00005,/abs/1911.10164,/abs/2301.10067,/abs/2203.02298,/abs/2209.08890,/abs/2007.07356,/abs/2205.10316,/abs/2206.06007,/abs/2105.09992,/abs/1912.13263,/abs/2104.07495
394,/abs/2301.00006,/abs/2111.12550,/abs/1809.04017,/abs/2311.18353,/abs/1610.08411,/abs/2306.03288,/abs/2111.00734,/abs/2110.04117,/abs/2307.05943,/abs/2109.12264,
395,/abs/2301.00007,/abs/2309.07716,/abs/2307.08663,/abs/2112.06685,/abs/2009.04083,/abs/2306.02609,/abs/1806.04418,/abs/2001.11846,/abs/1903.08478,/abs/2210.00122,/abs/1704.07312
396,/abs/2301.00008,/abs/2204.08624,/abs/2302.08210,/abs/1808.01462,/abs/2305.05601,/abs/1611.08097,/abs/2202.06749,/abs/2306.03406,/abs/2112.03379,/abs/2206.04041,/abs/2105.04026
397,/abs/2301.00009,/abs/2305.05666,/abs/2302.11066,/abs/2102.04764,/abs/1903.05803,/abs/1901.10500,/abs/2106.08414,/abs/2307.08226,/abs/2303.12785,/abs/1902.00183,/abs/2107.05545
398,/abs/2301.00011,/abs/2011.13704,/abs/2309.13303,/abs/2309.12380,/abs/2311.15156,/abs/2306.06156,/abs/2007.06284,/abs/1705.05458,/abs/2112.05077,/abs/2307.14587,/abs/2209.06158
399,/abs/2301.00012,/abs/2311.05764,,,,,,,,,
400,/abs/2102.00004,/abs/2306.09915,/abs/2306.09920,/abs/2212.10348,/abs/2112.14513,/abs/2311.04258,/abs/2305.08361,/abs/2209.05777,/abs/2308.06668,/abs/2311.02400,/abs/2305.14691
401,/abs/2102.00027,/abs/2306.16577,/abs/2209.08229,/abs/2302.14237,/abs/2308.02529,/abs/2311.04373,/abs/2212.01683,/abs/2102.03643,/abs/2311.05838,/abs/2011.01619,/abs/2104.09869
402,/abs/2102.00029,/abs/1905.07121,/abs/2309.06960,/abs/2301.00364,/abs/2211.13171,/abs/2205.13807,/abs/1910.06296,/abs/1809.04913,/abs/2201.01102,/abs/1912.01667,/abs/2303.04980
403,/abs/2102.00030,/abs/2301.09709,/abs/2210.07338,/abs/2207.14417,/abs/2206.05200,/abs/2011.00583,/abs/1609.07672,/abs/2310.07256,/abs/1903.07993,/abs/2201.03916,/abs/2001.04289
404,/abs/2102.00035,/abs/2307.03863,/abs/2111.07125,/abs/2309.11048,/abs/2104.05217,/abs/2307.07631,/abs/2201.02709,/abs/2301.06727,/abs/2201.02711,,
405,/abs/2102.00036,/abs/2302.04337,/abs/2310.07882,/abs/2306.16143,/abs/2212.05251,/abs/2311.04929,/abs/2110.10234,/abs/2311.06695,/abs/2305.18703,/abs/2305.13657,/abs/2306.01771
406,/abs/2102.00043,/abs/2201.08914,/abs/2205.06373,/abs/2212.12353,/abs/2301.08423,/abs/2305.12454,/abs/2308.07978,/abs/2110.05585,/abs/2111.12931,/abs/2309.06260,/abs/1709.00243
407,/abs/2102.00046,/abs/2103.16709,/abs/2311.02090,/abs/1812.01745,/abs/2201.10909,/abs/2107.13890,/abs/2111.02054,/abs/1708.03832,/abs/1810.02315,/abs/2305.09390,/abs/1912.05682
408,/abs/2102.00047,/abs/2111.10892,/abs/1412.2210,/abs/2310.01799,/abs/2202.04175,/abs/2303.15748,/abs/2212.00422,/abs/2303.02033,/abs/0712.2317,/abs/1907.11711,/abs/2109.13651
409,/abs/2102.00050,/abs/2101.05234,/abs/2107.05745,/abs/2301.03542,/abs/2203.01859,/abs/2101.10357,/abs/1912.10784,/abs/2109.10461,/abs/2302.09579,/abs/2102.05695,/abs/2311.01021
410,/abs/2310.00001,/abs/2311.11905,/abs/2108.03523,/abs/2303.14291,/abs/1901.00121,/abs/2306.14637,/abs/2306.15552,/abs/1910.13367,/abs/2105.09902,/abs/2305.05750,/abs/2212.08540
411,/abs/2310.00003,,,,,,,,,,
412,/abs/2310.00005,/abs/2301.02643,/abs/2103.16106,/abs/2208.01773,/abs/2103.15236,,,,,,
413,/abs/2310.00008,,,,,,,,,,
414,/abs/2310.00009,,,,,,,,,,
415,/abs/2310.00010,,,,,,,,,,
416,/abs/2310.00011,,,,,,,,,,
417,/abs/2310.00012,,,,,,,,,,
418,/abs/2310.00013,,,,,,,,,,
419,/abs/2310.00014,,,,,,,,,,
420,/abs/1911.00025,/abs/2105.08268,/abs/2203.05285,/abs/2302.12826,/abs/2308.02603,/abs/2201.04612,/abs/2206.06758,/abs/2004.08883,/abs/2110.04495,/abs/2209.10485,/abs/2209.09845
421,/abs/1911.00026,/abs/2001.10347,/abs/2311.09927,/abs/2308.05660,/abs/2311.07881,/abs/2206.08968,/abs/2001.04179,/abs/2311.16019,/abs/2104.11456,/abs/2308.14639,/abs/2304.12387
422,/abs/1911.00029,/abs/2208.03431,/abs/2106.14706,/abs/2304.02147,/abs/2103.10455,/abs/2210.06551,/abs/2109.01397,/abs/2010.07367,/abs/2204.03643,/abs/2305.16316,/abs/2002.10322
423,/abs/1911.00030,/abs/2005.08447,/abs/1806.06626,/abs/2208.04994,/abs/1903.09606,/abs/2110.03390,/abs/2111.10202,/abs/2004.03781,/abs/2003.02836,/abs/2107.03748,/abs/1711.05747
424,/abs/1911.00038,/abs/2301.12288,/abs/1804.02149,/abs/1804.02149,/abs/2307.14388,/abs/1905.06361,/abs/2304.12845,/abs/2208.12856,/abs/1911.01402,/abs/2001.02385,/abs/2307.15549
425,/abs/1911.00039,/abs/2311.01181,/abs/2306.00395,/abs/1902.08626,/abs/1908.06849,/abs/2006.00876,/abs/2204.04188,/abs/2112.00143,/abs/2305.01974,/abs/2012.11206,/abs/2305.17377
426,/abs/1911.00044,/abs/2111.02480,/abs/1101.1932,/abs/1003.1940,/abs/2202.05487,/abs/2112.10426,/abs/2311.01317,/abs/2305.10577,/abs/1708.06542,/abs/2008.13703,/abs/2112.10973
427,/abs/1911.00046,/abs/2004.00701,/abs/2004.00701,/abs/2301.09789,/abs/1907.11317,/abs/2304.10369,/abs/2107.07298,/abs/1907.11317,/abs/2109.08896,/abs/2002.02268,/abs/2202.02351
428,/abs/1911.00055,/abs/2209.05815,/abs/2309.03773,/abs/2202.10381,/abs/2212.05767,/abs/2108.06040,/abs/2309.00306,/abs/2302.02601,/abs/2110.08245,/abs/2201.06206,/abs/2308.00081
429,/abs/1911.00061,/abs/2108.04526,/abs/2206.03070,/abs/2007.04074,/abs/2103.01301,/abs/2208.12433,/abs/2007.09256,/abs/2301.04819,/abs/2303.10158,/abs/2012.05390,/abs/1712.06950
430,/abs/1910.00004,/abs/2006.09610,/abs/2207.11761,/abs/2206.12336,/abs/2104.07892,/abs/2204.06127,/abs/1910.00005,/abs/1910.09040,/abs/2104.07886,/abs/2010.03250,/abs/2009.05204
431,/abs/1910.00005,/abs/2004.00216,/abs/2206.12336,/abs/2011.14867,/abs/2112.06244,/abs/2303.00995,/abs/2109.02868,/abs/2105.09111,/abs/2205.10282,/abs/2112.06244,/abs/2008.08617
432,/abs/1910.00032,/abs/2207.05580,/abs/2003.06125,/abs/2211.08352,/abs/1912.04573,/abs/2112.01695,/abs/2307.15958,/abs/1808.00661,/abs/2301.07499,/abs/1903.11412,/abs/2108.00941
433,/abs/1910.00033,/abs/2106.08970,/abs/2105.00164,/abs/2104.03413,/abs/2105.12400,/abs/2306.06209,/abs/2305.10596,/abs/2106.08970,/abs/2104.07395,/abs/2302.13056,/abs/2307.14692
434,/abs/1910.00034,,,,,,,,,,
435,/abs/1910.00043,/abs/2110.01984,/abs/2102.09599,/abs/2301.08811,/abs/2103.10828,/abs/2004.07778,/abs/2211.15366,/abs/2211.17230,/abs/2104.00654,/abs/2108.05000,/abs/2201.10545
436,/abs/1910.00049,/abs/2011.08722,/abs/2306.06236,/abs/1912.01118,/abs/2011.03748,/abs/2306.08815,,,,,
437,/abs/1910.00051,/abs/2306.00124,/abs/2106.04398,/abs/2009.07365,/abs/2306.02302,/abs/2306.09725,/abs/2106.06090,/abs/1907.06142,/abs/2111.03642,/abs/2011.04308,/abs/2012.14854
438,/abs/1910.00053,/abs/2010.01436,/abs/1605.06564,/abs/1902.09277,/abs/2205.14413,/abs/1901.09418,/abs/2206.05885,/abs/1512.07700,/abs/2112.13979,/abs/1608.03649,/abs/2102.02583
439,/abs/1910.00054,/abs/2210.09428,/abs/2211.15672,/abs/2207.00251,/abs/2211.03837,/abs/2303.05073,/abs/2203.13704,/abs/2304.01969,/abs/2211.02695,/abs/2302.04549,/abs/2203.14263
440,/abs/2311.00047,/abs/2311.16093,/abs/2308.16890,/abs/2310.05060,/abs/2110.03105,/abs/2305.17716,/abs/2308.12714,/abs/2311.17963,/abs/2311.01043,/abs/2311.05348,/abs/2303.07103
441,/abs/2311.00048,/abs/2307.02249,/abs/2104.06243,/abs/2211.01256,/abs/2208.08789,/abs/2102.03889,/abs/2206.01136,/abs/2110.06042,/abs/1903.00765,/abs/2304.05482,/abs/1904.07900
442,/abs/2311.00049,/abs/1812.00888,/abs/2111.00215,/abs/2308.05509,/abs/1901.02220,/abs/2012.03016,/abs/2106.08900,/abs/2205.01510,/abs/2308.05509,/abs/2304.05366,/abs/2206.06451
443,/abs/2311.00055,/abs/2105.10056,/abs/2212.11702,/abs/2302.11329,/abs/2303.11183,/abs/2206.15306,/abs/2304.11574,/abs/2310.12790,/abs/2301.08968,/abs/2303.10058,/abs/2107.02378
444,/abs/2311.00056,/abs/2306.00984,/abs/2303.10762,/abs/2311.16122,/abs/2212.05404,/abs/2305.15316,/abs/2305.07644,/abs/2307.08526,/abs/2311.08870,/abs/2306.16064,/abs/2310.03020
445,/abs/2311.00059,/abs/2311.06503,,,,,,,,,
446,/abs/2311.00063,/abs/2305.00561,/abs/2303.05848,/abs/2212.02941,/abs/2304.02075,/abs/2108.01262,/abs/2104.06256,/abs/2203.04524,/abs/2311.16841,/abs/2302.11089,/abs/2203.02816
447,/abs/2311.00066,/abs/1910.03622,/abs/2308.05890,/abs/2306.08111,/abs/2211.07235,/abs/1609.04060,/abs/2212.09289,/abs/2306.01152,/abs/2310.05936,/abs/2306.02289,/abs/2308.08287
448,/abs/2311.00067,/abs/1708.01442,/abs/2310.06564,/abs/2206.13084,/abs/2108.09901,/abs/2207.10840,/abs/2201.03711,/abs/2303.10081,/abs/2306.16042,/abs/2311.00794,/abs/1806.06723
449,/abs/2311.00068,/abs/2306.00003,/abs/1706.08658,/abs/2011.13096,/abs/2308.07717,/abs/1906.10486,/abs/1706.07342,/abs/2208.12881,/abs/2201.12260,/abs/1810.11868,/abs/2203.15269
450,/abs/1912.00005,/abs/2206.02165,/abs/2202.03335,/abs/2211.00147,/abs/2302.04368,/abs/2301.05919,/abs/2009.07635,/abs/2211.10753,/abs/2207.00987,/abs/2112.03622,/abs/2301.07014
451,/abs/1912.00007,,,,,,,,,,
452,/abs/1912.00009,/abs/2109.05539,/abs/1711.02235,,,,,,,,
453,/abs/1912.00010,/abs/1806.07127,/abs/1806.07127,/abs/2009.04259,/abs/1903.03413,/abs/1911.13104,/abs/2105.14882,/abs/2005.04598,/abs/2304.10334,/abs/2204.00576,/abs/2311.12312
454,/abs/1912.00011,/abs/1905.12104,/abs/2007.01795,/abs/1905.04933,/abs/2309.10074,/abs/1905.07173,/abs/2012.02811,/abs/1909.10492,/abs/2305.08970,/abs/2111.07308,/abs/1811.05529
455,/abs/1912.00012,/abs/1404.0570,/abs/1404.0570,/abs/1809.04492,/abs/1805.07518,/abs/1908.05979,/abs/1809.06778,/abs/2201.02496,/abs/2209.11592,/abs/1410.4364,/abs/1404.0816
456,/abs/1912.00019,/abs/2111.02561,/abs/1912.04760,/abs/1910.01770,/abs/2303.15913,/abs/2110.00472,/abs/1511.06510,/abs/2305.14080,/abs/2207.01487,/abs/2212.03189,/abs/2201.01466
457,/abs/1912.00020,/abs/2308.14924,/abs/2306.13333,/abs/2211.14889,/abs/2106.14450,/abs/2309.07438,/abs/2308.03591,/abs/2112.03835,/abs/2109.11672,/abs/2206.12065,/abs/2307.05979
458,/abs/1912.00021,/abs/1905.05046,/abs/1905.05046,/abs/2107.10574,/abs/2003.07574,/abs/2102.13222,/abs/2107.10574v1)%3C%22,/abs/2108.13184,/abs/1911.01124,/abs/2307.16207,/abs/2209.00430
459,/abs/1912.00036,/abs/2203.09375,/abs/2302.03640,/abs/2304.01480,/abs/2302.12251,/abs/2302.13540,/abs/2305.18273,/abs/2006.14660,/abs/2104.00024,/abs/2212.08464,/abs/2309.11133
460,/abs/2109.00020,/abs/1605.01988,/abs/1909.09586,/abs/1810.10161,/abs/1910.05621,/abs/2304.11461,/abs/1802.02615,/abs/1806.06545,/abs/2107.03992,/abs/1808.03314,/abs/2104.07454
461,/abs/2109.00024,/abs/2212.00237,/abs/2212.00237,/abs/2308.11254,/abs/2211.03491,/abs/2308.11254,/abs/2311.13495,/abs/1908.09635,/abs/1803.03428,/abs/2109.09014,/abs/2107.07705
462,/abs/2109.00025,/abs/2305.14070,/abs/2310.12751,/abs/2212.00587,/abs/2107.11414,/abs/2001.07574,/abs/2110.01804,/abs/2302.03353,/abs/2101.10448,/abs/2305.18598,/abs/2208.01018
